time, contact_status_left, contact_status_right,pc-x_left, pc-y_left, pc-z_left, pc-x_right, pc-y_right, pc-z_right,x-COM, y-COM, z-COM, h_x, h_y, h_z,Fx-left, Fy-left, Fz-left, Fx-right, Fy-right, Fz-right
8.84,1,1,0.35,0.03,0,0.35,-0.03,0,0.34995,0.018617,0.16721,0.0015168,-0.07494,-0.079941,-0.0032198,-0.80911,12.004,-0.00084613,0.8946,3.0749
8.85,1,1,0.35,0.03,0,0.35,-0.03,0,0.34996,0.01812,0.16669,0.0014805,-0.074734,-0.07685,-0.0024974,-0.83678,11.843,-0.00069927,0.93297,3.2299
8.86,1,1,0.35,0.03,0,0.35,-0.03,0,0.34997,0.017624,0.16618,0.0014507,-0.074444,-0.073788,-0.0017979,-0.86348,11.684,-0.00053497,0.96928,3.3802
8.87,1,1,0.35,0.03,0,0.35,-0.03,0,0.34998,0.017133,0.16571,0.0014356,-0.073968,-0.070791,-0.0011315,-0.88894,11.525,-0.0003574,1.0022,3.5217
8.88,1,1,0.35,0.03,0,0.35,-0.03,0,0.34999,0.016641,0.16524,0.0014206,-0.073492,-0.067793,-0.00047926,-0.91364,11.368,-0.00016255,1.0343,3.6623
8.89,1,1,0.35,0.03,0,0.35,-0.03,0,0.35,0.016157,0.1648,0.0014225,-0.072859,-0.065095,0.00015588,-0.93696,11.213,4.7852e-05,1.0635,3.7954
8.9,1,1,0.35,0.03,0,0.35,-0.03,0,0.35001,0.015675,0.16438,0.0014285,-0.072189,-0.062467,0.0007763,-0.9594,11.06,0.00027402,1.0915,3.9261
8.91,1,1,0.35,0.03,0,0.35,-0.03,0,0.35002,0.015196,0.16397,0.0014411,-0.071473,-0.059999,0.0013887,-0.98086,10.909,0.00051801,1.1181,4.0544
8.92,1,1,0.35,0.03,0,0.35,-0.03,0,0.35003,0.014726,0.16358,0.0014684,-0.070653,-0.057888,0.0020003,-1.0011,10.761,0.00078174,1.1429,4.1781
8.93,1,1,0.35,0.03,0,0.35,-0.03,0,0.35004,0.014256,0.1632,0.0014958,-0.069833,-0.055778,0.0025977,-1.0206,10.613,0.0010612,1.167,4.3012
8.94,1,1,0.35,0.03,0,0.35,-0.03,0,0.35005,0.013798,0.16283,0.0015415,-0.068908,-0.05413,0.003215,-1.0387,10.47,0.001369,1.1896,4.4206
8.95,1,1,0.35,0.03,0,0.35,-0.03,0,0.35006,0.013343,0.16248,0.0015915,-0.067958,-0.052591,0.0038256,-1.0561,10.329,0.001696,1.2113,4.5389
8.96,1,1,0.35,0.03,0,0.35,-0.03,0,0.35007,0.012893,0.16213,0.0016491,-0.066969,-0.051226,0.0044419,-1.0726,10.189,0.0020478,1.2323,4.6559
8.97,1,1,0.35,0.03,0,0.35,-0.03,0,0.35008,0.012455,0.1618,0.0017236,-0.065892,-0.050246,0.0050884,-1.0879,10.054,0.0024358,1.2524,4.7709
8.98,1,1,0.35,0.03,0,0.35,-0.03,0,0.35009,0.012017,0.16146,0.0017981,-0.064814,-0.049267,0.005719,-1.1026,9.9187,0.0028412,1.2718,4.8855
8.99,1,1,0.35,0.03,0,0.35,-0.03,0,0.35011,0.011594,0.16114,0.0018949,-0.063625,-0.048691,0.0064076,-1.1162,9.7883,0.0032996,1.2908,4.9988
9,1,1,0.35,0.03,0,0.35,-0.03,0,0.35012,0.011175,0.16082,0.0019969,-0.062408,-0.04821,0.0070964,-1.129,9.6594,0.0037855,1.3092,5.1116
9.01,1,1,0.35,0.03,0,0.35,-0.03,0,0.35013,0.010762,0.16049,0.0021087,-0.061141,-0.047852,0.0078049,-1.1411,9.5325,0.0043103,1.3272,5.2239
9.02,1,1,0.35,0.03,0,0.35,-0.03,0,0.35015,0.010364,0.16018,0.0022423,-0.059762,-0.04777,0.0085773,-1.1521,9.4098,0.0048997,1.3451,5.3359
9.03,1,1,0.35,0.03,0,0.35,-0.03,0,0.35016,0.0099667,0.15986,0.0023759,-0.058383,-0.047687,0.0093308,-1.1626,9.2874,0.0055115,1.3624,5.4474
9.04,1,1,0.35,0.03,0,0.35,-0.03,0,0.35018,0.0095889,0.15954,0.0025394,-0.056845,-0.047824,0.010186,-1.1719,9.1698,0.0062166,1.38,5.5593
9.05,1,1,0.35,0.03,0,0.35,-0.03,0,0.3502,0.0092157,0.15922,0.0027099,-0.055269,-0.048013,0.011049,-1.1807,9.0536,0.0069644,1.3972,5.671
9.06,1,1,0.35,0.03,0,0.35,-0.03,0,0.35022,0.0088513,0.1589,0.0028939,-0.053618,-0.048239,0.011949,-1.1887,8.9395,0.0077749,1.4143,5.7827
9.07,1,1,0.35,0.03,0,0.35,-0.03,0,0.35024,0.0085064,0.15858,0.0031084,-0.051801,-0.048547,0.012953,-1.1958,8.8295,0.008696,1.4319,5.8953
9.08,1,1,0.35,0.03,0,0.35,-0.03,0,0.35026,0.0081614,0.15826,0.0033228,-0.049983,-0.048855,0.013934,-1.2024,8.7199,0.0096489,1.449,6.0073
9.09,1,1,0.35,0.03,0,0.35,-0.03,0,0.35028,0.0078429,0.15793,0.00358,-0.047924,-0.049118,0.015075,-1.2078,8.6152,0.010761,1.4671,6.121
9.1,1,1,0.35,0.03,0,0.35,-0.03,0,0.35031,0.0075307,0.1576,0.0038472,-0.045809,-0.049371,0.016232,-1.2127,8.5119,0.01194,1.4851,6.2346
9.11,1,1,0.35,0.03,0,0.35,-0.03,0,0.35033,0.0072302,0.15728,0.0041343,-0.043579,-0.049545,0.017448,-1.2169,8.4107,0.013222,1.5033,6.3487
9.12,1,1,0.35,0.03,0,0.35,-0.03,0,0.35036,0.0069562,0.15695,0.0044658,-0.041095,-0.049546,0.018825,-1.2199,8.3138,0.014689,1.5227,6.4646
9.13,1,1,0.35,0.03,0,0.35,-0.03,0,0.35039,0.0066821,0.15662,0.0047973,-0.038612,-0.049547,0.020173,-1.2227,8.2173,0.016204,1.5416,6.58
9.14,1,1,0.35,0.03,0,0.35,-0.03,0,0.35043,0.0064445,0.15629,0.0051924,-0.03576,-0.049165,0.021759,-1.224,8.1259,0.017985,1.5623,6.6981
9.15,1,1,0.35,0.03,0,0.35,-0.03,0,0.35046,0.0062155,0.15597,0.0056025,-0.032821,-0.048693,0.023376,-1.2248,8.0361,0.019875,1.5833,6.8165
9.16,1,1,0.35,0.03,0,0.35,-0.03,0,0.3505,0.006003,0.15565,0.0060425,-0.029708,-0.047997,0.025104,-1.2249,7.9485,0.021948,1.6048,6.9359
9.17,1,1,0.35,0.03,0,0.35,-0.03,0,0.35054,0.0058275,0.15533,0.0065494,-0.026207,-0.046802,0.027116,-1.2236,7.8657,0.024366,1.6283,7.0582
9.18,1,1,0.35,0.03,0,0.35,-0.03,0,0.35059,0.005652,0.15502,0.0070563,-0.022706,-0.045606,0.029091,-1.2222,7.7831,0.02686,1.6514,7.1799
9.19,1,1,0.35,0.03,0,0.35,-0.03,0,0.35064,0.0055282,0.15473,0.0076626,-0.018647,-0.043593,0.031445,-1.2188,7.7072,0.029827,1.6778,7.3069
9.2,1,1,0.35,0.03,0,0.35,-0.03,0,0.35069,0.0054166,0.15445,0.0082923,-0.014457,-0.041387,0.033855,-1.2149,7.633,0.032984,1.7049,7.4347
9.21,1,1,0.35,0.03,0,0.35,-0.03,0,0.35075,0.0053287,0.15418,0.0089695,-0.01,-0.038751,0.036402,-1.2097,7.5597,0.036417,1.7328,7.5628
9.22,1,1,0.35,0.03,0,0.35,-0.03,0,0.35081,0.0052938,0.15395,0.0097529,-0.0049473,-0.035156,0.039298,-1.2019,7.4883,0.040359,1.7633,7.692
9.23,1,1,0.35,0.03,0,0.35,-0.03,0,0.35087,0.005259,0.15371,0.010536,0.0001058,-0.03156,0.042144,-1.194,7.417,0.04442,1.7937,7.8208
